NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_001,40,2,16.476350005017594,16.281713999999997,2.7145329999999994,2.1217209999999991,0.72867100000000029,13.461767999999999,0.10189199999999943,1.388669999999987,0.88260399999999883,0,606,606,0.037671232812206794,606,584,477,199,3,21/05/28,10000,1,0.80000000000000004,4,25468,14589,0,0,0,0,0,110,0,0,
wt040_001,40,4,23.854018567013554,23.728577999999999,0.4303949999999972,0.35811600000000254,0.29349200000000053,23.248104999999999,0.046113000000001847,0.2185109999999959,0.12041499999999772,0,439,439,0.0022831050176184819,439,438,195,161,1,21/05/28,10000,1,0.80000000000000004,4,14910,5494,0,0,0,0,0,110,0,0,
wt040_006,40,4,23.976168431981932,23.932448000000001,0.67340499999999892,0.5754989999999971,0.43828800000000001,23.203668999999998,0.052154999999999063,0.31184800000000124,0.1434790000000028,0,2374,2374,0.00084317032004925367,2374,2372,312,201,1,21/05/28,10000,1,0.80000000000000004,4,15247,2705,0,0,0,0,0,110,0,0,
wt040_006,40,2,16.854882442043163,16.779017,1.6930019999999999,1.4355809999999973,0.68811,14.994120000000001,0.088516999999999513,1.0199590000000054,0.68342699999999468,0,3886,3886,0.0028387096766867848,3886,3875,396,229,2,21/05/28,10000,1,0.80000000000000004,4,27343,7481,0,0,0,0,0,110,0,0,
wt040_011,40,2,17.864670826005749,17.795463999999999,3.1420890000000021,2.5205900000000057,1.0536809999999992,14.562709,0.087391000000000219,1.4754050000000039,0.99509099999998263,0,9617,9617,0.0026063386152412075,9617,9592,826,260,4,21/05/28,10000,1,0.80000000000000004,4,26561,5827,0,0,0,0,0,110,0,0,
wt040_011,40,4,21.115472637000494,21.065190000000001,0.58467100000000016,0.53948599999999658,0.50472499999999698,20.430667,0.046689999999998122,0.29402800000002216,0.17012799999999828,0,5737,5737,0.00034873583254599197,5737,5735,270,243,1,21/05/28,10000,1,0.80000000000000004,4,15629,2021,0,0,0,0,0,110,0,0,
wt040_016,40,4,22.872983707988169,22.736896000000002,4.7784590000000016,3.5186439999999912,0.7721170000000015,17.905550999999999,0.050032999999999106,1.8289759999999831,1.3121039999999731,0,21493,21493,0.00041891640288498804,21493,21484,1894,246,7,21/05/28,10000,1,0.80000000000000004,4,17032,1470,0,0,0,0,0,110,0,0,
wt040_016,40,2,336.50307310302742,333.90925099999998,318.12833400000005,219.14698000000035,1.4275369999999992,15.688429000000001,0.0894320000000004,117.01443199998874,90.875083999999973,0,38356,38356,0.0020639026046434176,38356,38277,81969,371,167,21/05/28,10000,1,0.80000000000000004,4,28623,5605,0,0,0,0,0,110,0,0,
wt040_021,40,4,13.973386252997443,13.909889,0.84646099999999969,0.84269700000000114,0.84269899999999964,13.02162,0.038565000000000182,0.44631500000000379,0.26513699999999929,0,22793,22793,0,22793,22793,353,353,0,21/05/28,10000,1,0.80000000000000004,4,13379,0,0,0,0,0,0,110,0,0,
wt040_021,40,2,12.836612857005093,12.773700999999999,1.5892900000000001,1.5850249999999999,1.5850270000000002,11.1045,0.078668000000000404,0.78560599999997827,0.45775000000000787,0,41048,41048,0,41048,41048,676,676,0,21/05/28,10000,1,0.80000000000000004,4,20451,0,0,0,0,0,0,110,0,0,
wt040_026,40,4,20.515310072980355,20.454979000000002,0.23965700000000112,0.2352710000000009,0.23527400000000043,20.150825000000001,0.061301000000000272,0.13993600000002715,0.037017000000002298,0,88,88,0,88,88,114,114,0,21/05/28,10000,1,0.80000000000000004,4,16423,0,0,0,0,0,0,110,0,0,
