NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_006,40,4,15.344565481005702,15.183067000000001,1.9313029999999998,1.62988,1.1224509999999999,13.197367999999999,0.05022799999999883,1.2381109999999929,1.040480999999998,0,2374,2374,0.0008431703200492537,2374,2372,507,193,3,21/05/26,5000,1,0.8,4,15247,2548,0,0,0,0,0,110,0,0
wt040_011,40,4,17.771223169998848,17.629201000000002,2.150525,2.079371,2.007994000000002,15.417907000000001,0.059806000000000026,1.7833500000000022,1.576210000000005,0,5737,5737,0.000348735832545992,5737,5735,238,207,1,21/05/26,5000,1,0.8,4,15629,2025,0,0,0,0,0,110,0,0
wt040_001,40,4,17.87398571400263,16.929179,1.7449470000000016,1.6360150000000004,1.5457990000000006,15.107752,0.07644800000000096,1.4370040000000124,1.2581820000000015,0,439,439,0.002283105017618482,439,438,178,155,1,21/05/26,5000,1,0.8,4,14910,5494,0,0,0,0,0,110,0,0
wt040_021,40,4,10.722838753994438,10.505543999999999,1.6323299999999996,1.627472000000001,1.6274739999999994,8.810037,0.059343000000000146,1.283218999999999,1.1494649999999993,0,22793,22793,0,22793,22793,269,269,0,21/05/26,5000,1,0.8,4,13379,0,0,0,0,0,0,110,0,0
wt040_026,40,4,14.651524258995778,14.462098,0.7837460000000007,0.7771350000000012,0.7771369999999997,13.594683,0.0796209999999995,0.6526769999999988,0.5049420000000033,0,88,88,0,88,88,130,130,0,21/05/26,5000,1,0.8,4,16423,0,0,0,0,0,0,110,0,0
wt040_016,40,4,23.172090047999518,22.652962,7.959282,6.270419,2.6649480000000008,14.632593,0.0578580000000013,4.074197999999992,3.448834999999919,0,21493,21493,0.00041891640288498804,21493,21484,1676,278,7,21/05/26,5000,1,0.8,4,17032,1404,0,0,0,0,0,110,0,0
wt040_031,40,4,17.98362440499477,17.701088000000002,3.0129720000000013,2.7647210000000033,1.3968859999999985,14.624919,0.058863999999999805,2.264419999999994,1.9563860000000304,0,2525,2525,0.01161858973893486,2525,2496,545,186,3,21/05/26,5000,1,0.8,4,18383,4388,0,0,0,0,0,110,0,0
wt040_046,40,4,10.283126758004073,10.205855999999999,2.0112000000000005,2.007764,2.007766,8.14339,0.04699299999999873,1.4749780000000126,1.218579,0,19124,19124,0,19124,19124,377,377,0,21/05/26,5000,1,0.8,4,13050,0,0,0,0,0,0,110,0,0
wt040_051,40,4,0.13512466299289372,0.101687,0.023714,0.019793000000000005,0.019795999999999994,0.0017620000000000031,0.071485,0.019676,0.014492999999999992,0,0,0,0,0,0,1,1,0,21/05/26,5000,1,0.8,4,18529,0,0,0,0,0,0,110,0,0
wt040_041,40,4,24.833479545006412,24.584601,6.876304000000001,6.216356000000005,3.0326629999999994,17.598843,0.10572300000000112,4.8463350000000105,4.284314999999985,0,17685,17685,0.0029490160492854863,17685,17633,903,149,5,21/05/26,5000,1,0.8,4,18174,3832,0,0,0,0,0,110,0,0
