NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_026,40,2,15.826667329005431,15.716813,5.3871690000000001,3.56038600000001,0.56374800000000036,10.216153,0.11323400000000028,2.9272970000000136,2.1910309999999935,0,87,87,0.060975609012492576,87,82,508,176,5,21/06/01,10000,1,0.80000000000000004,4,29758,18102,0,0,0,0,0,110,0,0,
wt040_031,40,2,23.688610764977057,23.568985999999999,5.9951650000000001,4.9272620000000025,1.0279480000000021,17.454184999999999,0.11620100000000022,3.5094699999999612,2.5559369999999788,0,3812,3812,0.014369345392663825,3812,3758,1045,246,4,21/06/01,10000,1,0.80000000000000004,4,34158,10670,0,0,0,0,0,110,0,0,
wt040_031,40,2,42.724423886975273,42.511887999999999,24.020960000000002,17.447159999999972,1.0166740000000019,18.370428999999998,0.11647400000000019,12.304098000000131,9.1023060000000235,0,3812,3812,0.014369345392663825,3812,3758,3483,260,3,21/06/01,10000,1,0.80000000000000004,4,34158,10632,0,0,0,0,0,110,0,0,
wt040_036,40,2,107.67124139302177,106.93084300000001,83.439289000000002,61.335775000000098,1.436045,23.388041000000001,0.10041599999999917,36.763678999999414,28.179688999999563,0,10713,10713,0.0049718574104153975,10713,10660,19667,356,38,21/06/01,10000,1,0.80000000000000004,4,31597,5418,0,0,0,0,0,110,0,0,
wt040_036,40,2,114.00162807101151,113.274529,89.610594000000006,65.663333999999921,1.5309470000000012,23.554989000000003,0.10635000000000261,38.762607999999702,29.348332000000536,0,10713,10713,0.0049718574104153975,10713,10660,19691,352,25,21/06/01,10000,1,0.80000000000000004,4,31597,5489,0,0,0,0,0,110,0,0,
wt040_041,40,2,20.743353703990579,20.646676000000003,1.7815839999999987,1.6009669999999971,1.3098549999999989,18.758492,0.10319900000000004,0.94734100000000865,0.58778100000000322,0,30802,30802,0.0001298785635388701,30802,30798,653,364,4,21/06/01,10000,1,0.80000000000000004,4,30865,1300,0,0,0,0,0,110,0,0,
wt040_041,40,2,21.191876166965812,21.122366000000003,2.3562370000000001,2.0123919999999984,1.4122170000000018,18.662908000000002,0.099969999999999004,1.1326500000000443,0.70581599999999867,0,30802,30802,0.0001298785635388701,30802,30798,903,380,5,21/06/01,10000,1,0.80000000000000004,4,30865,1702,0,0,0,0,0,110,0,0,
wt040_046,40,2,14.123778022010811,14.077254,1.4526859999999999,1.4490809999999996,1.4490850000000002,12.548071999999999,0.073204000000000491,0.70240600000000519,0.41117700000000212,0,34146,34146,0,34146,34146,581,581,0,21/06/01,10000,1,0.80000000000000004,4,17388,0,0,0,0,0,0,110,0,0,
wt040_046,40,2,14.141055738029536,14.082623,1.4714200000000002,1.4667870000000001,1.4667879999999993,12.544663,0.063178999999999874,0.68745099999999049,0.40029699999999835,0,34146,34146,0,34146,34146,629,629,0,21/06/01,10000,1,0.80000000000000004,4,17388,55,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.17246165301185101,0.154053,0.035457000000000002,0.030484000000000011,0.030485999999999999,0.00023099999999999943,0.11532000000000001,0.030411999999999995,0.023724999999999996,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.18551728100283071,0.16468099999999999,0.037959999999999994,0.032618000000000008,0.03262000000000001,0.00063899999999999721,0.12267099999999999,0.032532999999999979,0.025475999999999999,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_056,40,2,18.245348116033711,18.161969000000003,2.3072129999999991,1.5387049999999984,0.73798799999999787,15.761989999999999,0.092566999999998956,1.1818159999999924,0.74845399999998818,0,1279,1279,0.0055031446497616782,1279,1272,331,202,4,21/06/01,10000,1,0.80000000000000004,4,31487,14125,0,0,0,0,0,110,0,0,
wt040_056,40,2,18.66711481200764,18.597428000000001,2.3044209999999978,1.7384229999999938,0.84071899999999999,16.200609,0.089093000000001865,1.3046510000000069,0.80846500000001953,0,1279,1279,0.0055031446497616782,1279,1272,408,222,3,21/06/01,10000,1,0.80000000000000004,4,31487,14170,0,0,0,0,0,110,0,0,
wt040_061,40,2,1826.8601819759933,1812.5335950000001,1788.6558170000001,1275.7902649999983,1.8177209999999988,23.772048999999999,0.10520500000000155,794.83504599999776,628.16357500003085,0,11488,11488,0.016457264199570228,11488,11302,422554,343,533,21/06/01,10000,1,0.80000000000000004,4,34784,10342,0,0,0,0,0,110,0,0,
wt040_061,40,2,1934.0012990219984,1917.9986839999999,1892.9664130000001,1357.6693370000023,1.6594639999999998,24.926073000000002,0.10278399999999976,847.94034200001215,664.04494199999601,0,11488,11488,0.016457264199570228,11488,11302,433439,355,497,21/06/01,10000,1,0.80000000000000004,4,34784,10173,0,0,0,0,0,110,0,0,
wt040_066,40,2,1484.4037548170309,1473.7242800000001,1453.9052819999999,1064.6170570000033,2.0831599999999995,19.680561000000001,0.13502199999999931,706.52866400003666,578.37558800000488,0,35279,35279,0.0042413891259823113,35279,35130,265018,349,316,21/06/01,10000,1,0.80000000000000004,4,34477,8337,0,0,0,0,0,110,0,0,
wt040_066,40,2,1448.132567993016,1438.2274949999999,1418.7305839999999,1043.473252999999,2.1392359999999968,19.363391,0.13023799999999852,689.00484399998811,557.85308199997553,0,35279,35279,0.0042413891259823113,35279,35130,258420,370,237,21/06/01,10000,1,0.80000000000000004,4,34477,8302,0,0,0,0,0,110,0,0,
wt040_071,40,2,29.431958609027788,29.222956,13.584500000000002,10.318201000000009,1.8796309999999998,15.540275000000001,0.094929999999999737,4.6930190000000884,3.2128690000000208,0,47952,47952,0.00035464691769365503,47952,47935,4993,506,2,21/06/01,10000,1,0.80000000000000004,4,25074,2359,0,0,0,0,0,110,0,0,
wt040_071,40,2,29.557674719020724,29.413468999999999,13.6998,10.584715999999977,1.6691600000000015,15.603289999999999,0.1065649999999998,4.4254350000000802,2.938092000000017,0,47952,47952,0.00035464691769365503,47952,47935,5161,451,2,21/06/01,10000,1,0.80000000000000004,4,25074,2528,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.15119970496743917,0.13388700000000001,0.03230799999999999,0.027542999999999998,0.027543999999999999,0.00055999999999999973,0.098160999999999998,0.027457999999999996,0.020791000000000004,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.15754514501895756,0.12987300000000002,0.033990999999999993,0.029516999999999988,0.02951899999999999,0.00045500000000000054,0.095200999999999994,0.029445000000000013,0.021475000000000008,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_081,40,2,72.928591638978105,72.57485299999999,45.973029999999994,33.268370000000026,0.9855380000000018,26.496699,0.10150100000000251,25.017354000000026,19.959680999999989,0,571,571,0.26607538743663994,571,451,4911,278,7,21/06/01,10000,1,0.80000000000000004,4,33177,12591,0,0,0,0,0,110,0,0,
wt040_081,40,2,90.028218090999871,89.502977999999999,67.519033000000007,47.450972999999976,0.9114670000000018,21.875862000000001,0.10468900000000048,33.715377000000586,27.303105999999715,0,571,571,0.27272727212255593,574,451,11229,299,18,21/06/01,10000,1,0.80000000000000004,4,33177,12665,0,0,0,0,0,110,0,0,
wt040_086,40,2,35.67782352300128,35.485868000000004,8.903611999999999,6.6858420000000116,1.5485949999999988,26.479904000000001,0.099104999999998,3.8373760000001198,2.6985139999999816,0,6048,6048,0.0086724482974195379,6048,5996,3393,402,7,21/06/01,10000,1,0.80000000000000004,4,35968,3507,0,0,0,0,0,110,0,0,
wt040_086,40,2,38.925986611051485,38.687854000000002,13.191781000000002,9.9111579999999506,1.7302810000000015,25.369508,0.12314200000000142,5.7241109999999829,4.0546969999999618,0,6048,6048,0.0086724482974195379,6048,5996,4728,385,9,21/06/01,10000,1,0.80000000000000004,4,35968,4344,0,0,0,0,0,110,0,0,
wt040_091,40,2,23.527114779048134,23.424502,2.2565470000000012,2.2499029999999998,2.2499049999999983,21.028426,0.13936700000000002,1.4252830000000074,0.9052949999999953,0,26075,26075,0,26075,26075,613,613,0,21/06/01,10000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_091,40,2,22.671319936984219,22.592244000000001,1.9818700000000007,1.9758889999999987,1.9758910000000007,20.490060999999997,0.11697500000000005,1.2616210000000159,0.80222099999999941,0,26075,26075,0,26075,26075,614,614,0,21/06/01,10000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_096,40,2,17.518599138013087,17.448081999999999,2.5783779999999989,2.4127189999999992,2.0160249999999991,14.732597999999999,0.13388500000000114,1.4491279999999982,0.93277500000000124,0,66116,66116,9.0757827861280327e-05,66116,66110,757,455,2,21/06/01,10000,1,0.80000000000000004,4,31251,1608,0,0,0,0,0,110,0,0,
wt040_096,40,2,17.048031001992058,16.961803,2.4684130000000017,2.3274379999999972,1.9355869999999999,14.378669,0.11465000000000103,1.3783579999999667,0.89060000000000272,0,66116,66116,9.0757827861280327e-05,66116,66110,788,485,2,21/06/01,10000,1,0.80000000000000004,4,31251,1645,0,0,0,0,0,110,0,0,
wt040_101,40,2,0.24584130401490256,0.218474,0.096013000000000015,0.07153799999999999,0.071543999999999996,0.00049400000000000138,0.119173,0.06795699999999999,0.066074999999999995,-0.99999999947368412,1900,0,-0.99999999947368412,0,1900,1,1,0,21/06/01,10000,1,0.80000000000000004,4,37197,37177,0,0,0,0,0,110,0,0,
wt040_101,40,2,0.23665367602370679,0.216164,0.09646200000000002,0.076839999999999992,0.076845999999999998,0.00049500000000000065,0.11637199999999999,0.073666000000000009,0.071971000000000007,-0.99999999947368412,1900,0,-0.99999999947368412,0,1900,1,1,0,21/06/01,10000,1,0.80000000000000004,4,37197,37177,0,0,0,0,0,110,0,0,
wt040_106,40,2,0.19559703697450459,0.18123700000000001,0.048248999999999986,0.039959999999999996,0.039962999999999999,0.00031699999999999957,0.13247800000000001,0.039828000000000002,0.029767999999999989,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,41040,0,0,0,0,0,0,110,0,0,
wt040_106,40,2,0.19472148700151592,0.17740099999999998,0.040699999999999986,0.035303000000000001,0.035308000000000006,0.00044899999999999975,0.132989,0.035169000000000006,0.027579999999999993,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,41040,0,0,0,0,0,0,110,0,0,
wt040_111,40,2,112.82147837098455,112.082317,87.513802999999996,62.363969999999917,1.9118829999999996,24.431982999999999,0.13314799999999849,33.806870999999397,25.684902000000282,0,17936,17936,0.0021791361679511013,17936,17897,26379,412,32,21/06/01,10000,1,0.80000000000000004,4,42861,3301,0,0,0,0,0,110,0,0,
wt040_111,40,2,85.570092502981424,85.012973000000002,60.247094000000004,43.318217000000075,2.0137629999999973,24.638603,0.12394000000000105,23.906468000000036,18.677478000000203,0,17936,17936,0.0021791361679511013,17936,17897,16846,430,14,21/06/01,10000,1,0.80000000000000004,4,42861,3291,0,0,0,0,0,110,0,0,
wt040_116,40,2,157.60395572497509,156.49915000000001,133.20072099999999,96.611902000000242,1.6051529999999978,23.197717999999998,0.097328000000000969,53.687630000001747,40.9377179999993,0,25870,25870,0.0041142679706522951,25870,25764,32744,358,27,21/06/01,10000,1,0.80000000000000004,4,34489,6155,0,0,0,0,0,110,0,0,
wt040_116,40,2,161.81572327500908,160.58928200000003,136.84339800000001,101.22990600000026,1.6201369999999997,23.635158000000001,0.10736699999999999,59.778511999999878,46.694899000000063,0,25870,25870,0.0041142679706522951,25870,25764,30987,342,20,21/06/01,10000,1,0.80000000000000004,4,34489,6312,0,0,0,0,0,110,0,0,
wt040_121,40,2,21.785922149021644,21.681356999999998,5.4421260000000018,4.5716829999999966,2.3432840000000006,16.099488000000001,0.13660600000000045,2.155630999999989,1.4068950000000058,0,64516,64516,0.00013951974204133629,64516,64507,1843,430,3,21/06/01,10000,1,0.80000000000000004,4,34422,1591,0,0,0,0,0,110,0,0,
wt040_121,40,2,21.433266114036087,21.300566,5.1633969999999998,4.3427460000000018,2.3007999999999988,15.980915,0.15274999999999928,2.4282840000000192,1.5993440000000021,0,64516,64516,0.00013951974204133629,64516,64507,1774,489,3,21/06/01,10000,1,0.80000000000000004,4,34422,1770,0,0,0,0,0,110,0,0,
wt040_001,40,4,21.319585416989867,21.258457,0.4431660000000015,0.37813899999999734,0.32400499999999965,20.762959000000002,0.049144999999999328,0.22754300000002559,0.11320500000001488,0,439,439,0.0022831050176184819,439,438,204,184,1,21/06/01,10000,1,0.80000000000000004,4,14910,5494,0,0,0,0,0,110,0,0,
wt040_001,40,4,22.248227092961315,22.164626999999999,0.38487199999999788,0.31551999999999936,0.26958199999999977,21.730663999999997,0.045622999999999081,0.19246599999998182,0.10125400000000084,0,439,439,0.0022831050176184819,439,438,177,147,1,21/06/01,10000,1,0.80000000000000004,4,14910,5494,0,0,0,0,0,110,0,0,
wt040_006,40,4,24.514756902004592,24.475434999999997,1.2415890000000012,0.90965799999999675,0.43467200000000261,23.180173,0.050454000000001997,0.50590699999996858,0.3026279999999808,0,2374,2374,0.00084317032004925367,2374,2372,452,195,3,21/06/01,10000,1,0.80000000000000004,4,15247,2713,0,0,0,0,0,110,0,0,
wt040_006,40,4,24.079629414016381,24.008962,0.85170799999999858,0.66613399999999956,0.45260700000000043,23.105646,0.048349000000001752,0.37619499999998851,0.20130599999998466,0,2374,2374,0.00084317032004925367,2374,2372,320,203,1,21/06/01,10000,1,0.80000000000000004,4,15247,2528,0,0,0,0,0,110,0,0,
wt040_011,40,4,21.282234304992016,21.233042000000001,0.45354700000000037,0.41076600000000241,0.38492000000000104,20.729430000000001,0.047005000000002184,0.24513700000002103,0.13559700000000774,0,5737,5737,0.00034873583254599197,5737,5735,213,195,1,21/06/01,10000,1,0.80000000000000004,4,15629,2070,0,0,0,0,0,110,0,0,
wt040_011,40,4,20.887954988051206,20.825090000000003,0.50734200000000129,0.46393199999999979,0.44033199999999795,20.273843999999997,0.043639999999999901,0.26478899999999328,0.14781599999999173,0,5737,5737,0.00034873583254599197,5737,5735,249,229,1,21/06/01,10000,1,0.80000000000000004,4,15629,2058,0,0,0,0,0,110,0,0,
wt040_016,40,4,21.593180923955515,21.501775000000002,3.6898699999999991,2.7075279999999822,0.70516599999999841,17.762198999999999,0.049685999999997676,1.4107219999999856,1.0641260000000017,0,21493,21493,0.00041891640288498804,21493,21484,1459,196,5,21/06/01,10000,1,0.80000000000000004,4,17032,1439,0,0,0,0,0,110,0,0,
wt040_016,40,4,21.895990075950976,21.797043000000002,3.6710619999999992,2.7258050000000189,0.7006169999999976,18.076654999999999,0.046492999999998119,1.2756849999999957,0.84702500000003766,0,21493,21493,0.00041891640288498804,21493,21484,1530,296,3,21/06/01,10000,1,0.80000000000000004,4,17032,1445,0,0,0,0,0,110,0,0,
wt040_021,40,4,14.143488943984266,14.088065,0.7492409999999996,0.74436399999999914,0.74436599999999942,13.292395000000001,0.043120999999999299,0.36318999999999768,0.23823100000000075,0,22793,22793,0,22793,22793,257,257,0,21/06/01,10000,1,0.80000000000000004,4,13379,0,0,0,0,0,0,110,0,0,
wt040_021,40,4,13.672902040008921,13.616218,0.76932299999999998,0.76512400000000014,0.76512599999999864,12.801655,0.041787999999998604,0.40420499999999748,0.24064600000000169,0,22793,22793,0,22793,22793,327,327,0,21/06/01,10000,1,0.80000000000000004,4,13379,0,0,0,0,0,0,110,0,0,
wt040_026,40,4,19.163344076951034,19.108591000000001,0.25514000000000081,0.25105899999999792,0.25106099999999998,18.794530999999999,0.055546999999997126,0.15806200000001525,0.053438000000003427,0,88,88,0,88,88,135,135,0,21/06/01,10000,1,0.80000000000000004,4,16423,0,0,0,0,0,0,110,0,0,
wt040_026,40,4,20.013437754998449,19.967482999999998,0.31050600000000017,0.30811299999999875,0.30811399999999978,19.599184000000001,0.053961000000001036,0.19206099999997406,0.05703900000000317,0,88,88,0,88,88,159,159,0,21/06/01,10000,1,0.80000000000000004,4,16423,0,0,0,0,0,0,110,0,0,
wt040_031,40,4,33.133535660977941,33.023274000000001,6.7363789999999995,4.7036209999999876,0.40311500000000322,26.221639999999997,0.062014999999998821,3.2550310000000344,2.5429229999999556,0,2525,2525,0.01161858973893486,2525,2496,1311,169,4,21/06/01,10000,1,0.80000000000000004,4,18383,4412,0,0,0,0,0,110,0,0,
wt040_031,40,4,36.108403972000815,35.935993000000003,9.4706969999999977,6.3709449999999954,0.48170200000000207,26.402539000000001,0.059128999999998655,4.1499499999996878,3.199008000000056,0,2525,2525,0.01161858973893486,2525,2496,1702,193,5,21/06/01,10000,1,0.80000000000000004,4,18383,4396,0,0,0,0,0,110,0,0,
wt040_036,40,4,42.323699799017049,42.158063999999996,11.152514,7.8795030000000423,0.65795200000000165,30.941241000000002,0.060801999999998912,4.5725379999997493,3.5612329999999552,0,6420,6420,0.010228166796187542,6420,6355,2852,222,10,21/06/01,10000,1,0.80000000000000004,4,18607,3906,0,0,0,0,0,110,0,0,
wt040_036,40,4,48.137789322994649,47.942889999999998,12.784386000000005,8.7914769999999649,0.74578900000000203,35.099336999999998,0.055935999999995545,4.8884639999996722,3.7286800000002245,0,6420,6420,0.010228166796187542,6420,6355,3245,200,9,21/06/01,10000,1,0.80000000000000004,4,18607,3813,0,0,0,0,0,110,0,0,
wt040_041,40,4,24.537485259003006,24.448523999999999,2.7613319999999995,2.2630160000000075,0.61388000000000176,21.616419,0.067603999999999331,1.3529990000000041,1.0200690000000279,0,17685,17685,0.0029490160492854863,17685,17633,869,197,6,21/06/01,10000,1,0.80000000000000004,4,18174,3894,0,0,0,0,0,110,0,0,
wt040_041,40,4,24.796769295004196,24.717879,2.4007140000000007,1.9742809999999977,0.6477739999999983,22.245259000000001,0.071647999999999712,1.1416190000000626,0.83379099999999085,0,17685,17685,0.0029490160492854863,17685,17633,746,231,5,21/06/01,10000,1,0.80000000000000004,4,18174,3880,0,0,0,0,0,110,0,0,
wt040_046,40,4,15.89458038698649,15.848866000000001,0.78600199999999987,0.78274099999999969,0.78274400000000099,15.012662000000001,0.047040000000000859,0.36501499999999254,0.20433300000000187,0,19124,19124,0,19124,19124,409,409,0,21/06/01,10000,1,0.80000000000000004,4,13050,65,0,0,0,0,0,110,0,0,
wt040_046,40,4,15.56250442302553,15.521273000000001,1.0394040000000011,1.0360490000000002,1.0360509999999987,14.428494000000001,0.049946000000000268,0.50155000000003014,0.29790700000000392,0,19124,19124,0,19124,19124,407,407,0,21/06/01,10000,1,0.80000000000000004,4,13050,0,0,0,0,0,0,110,0,0,
wt040_051,40,4,0.1510696189943701,0.131297,0.048668000000000003,0.035440999999999986,0.035441999999999987,0.024118999999999998,0.055330999999999998,0.034920999999999994,0.034098000000000017,-0.99999999090909097,110,0,-0.99999999090909097,0,110,1,1,0,21/06/01,10000,1,0.80000000000000004,4,18529,16802,0,0,0,0,0,110,0,0,
wt040_051,40,4,0.091420912009198219,0.084356999999999988,0.020285000000000011,0.017132999999999995,0.017134999999999997,0.00087100000000000025,0.059673000000000004,0.017043000000000003,0.012936000000000003,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,18529,0,0,0,0,0,0,110,0,0,
wt040_056,40,4,41.154570464976132,40.909441999999999,16.392974000000002,10.661816000000002,0.36969999999999814,24.456144999999999,0.057082999999998663,8.0750289999998692,6.4060089999998873,0,826,826,0.035087719254276041,826,798,2103,161,8,21/06/01,10000,1,0.80000000000000004,4,17262,7448,0,0,0,0,0,110,0,0,
wt040_061,40,4,58.553721562959254,58.294074000000002,12.800309999999996,8.4880229999999912,0.72772899999999652,45.421707999999995,0.068857000000001278,4.539689999999915,3.4726460000001964,0,7357,7357,0.005741626793473462,7357,7315,4195,219,10,21/06/01,10000,1,0.80000000000000004,4,18932,2935,0,0,0,0,0,110,0,0,
wt040_061,40,4,48.431689155986533,48.099699999999999,19.569965000000003,13.286835000000014,0.73758599999999674,28.462598,0.063731000000000648,6.9155200000000256,5.2645539999998263,0,7357,7357,0.005741626793473462,7357,7315,7202,225,12,21/06/01,10000,1,0.80000000000000004,4,18932,2941,0,0,0,0,0,110,0,0,
wt040_066,40,4,22.882836517994292,22.833100000000002,1.2375189999999989,1.1970549999999989,1.0735829999999993,21.520038,0.07235899999999873,0.81151499999998933,0.63981699999999364,0,20251,20251,0.00019756013235553118,20251,20247,357,221,1,21/06/01,10000,1,0.80000000000000004,4,19270,698,0,0,0,0,0,110,0,0,
wt040_066,40,4,24.62730026099598,24.545947999999999,1.2604420000000012,1.1880589999999991,1.1341649999999994,23.217357,0.064864000000000033,0.62853900000001062,0.40189799999999565,0,20251,20251,0.00019756013235553118,20251,20247,410,368,2,21/06/01,10000,1,0.80000000000000004,4,19270,694,0,0,0,0,0,110,0,0,
wt040_071,40,4,18.091593838995323,18.032288999999999,0.77136700000000147,0.76722200000000029,0.76722300000000132,17.187985000000001,0.06966600000000156,0.43430200000000596,0.26613900000000257,0,26740,26740,0,26740,26740,345,345,0,21/06/01,10000,1,0.80000000000000004,4,16927,0,0,0,0,0,0,110,0,0,
wt040_071,40,4,18.639453552023042,18.579446999999998,0.98066000000000031,0.97678300000000107,0.97678499999999957,17.538824000000002,0.056788000000000949,0.52812700000002621,0.321873999999994,0,26740,26740,0,26740,26740,406,406,0,21/06/01,10000,1,0.80000000000000004,4,16927,0,0,0,0,0,0,110,0,0,
wt040_076,40,4,0.08582143799867481,0.070939000000000002,0.017817,0.014677999999999997,0.014678999999999998,0,0.051500000000000004,0.014598,0.011382999999999997,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,17050,0,0,0,0,0,0,110,0,0,
wt040_076,40,4,0.089493683015462011,0.075516,0.018629000000000007,0.015415999999999999,0.015417,0.00044499999999999922,0.056283999999999994,0.015327000000000007,0.011689999999999992,0,0,0,0,0,0,1,1,0,21/06/01,10000,1,0.80000000000000004,4,17050,0,0,0,0,0,0,110,0,0,
wt040_081,40,4,33.096815155004151,33.014868,1.5943050000000021,1.2758090000000095,0.66064199999999929,31.362582,0.054808999999998775,0.56885599999996472,0.33336000000003452,0,564,564,0.044444444362139915,564,540,540,230,4,21/06/01,10000,1,0.80000000000000004,4,18484,3154,0,0,0,0,0,110,0,0,
wt040_081,40,4,34.917484749981668,34.802108999999994,1.3849869999999953,1.1029590000000056,0.4813699999999983,33.365221000000005,0.048526000000002512,0.53948900000003874,0.33476700000000648,0,564,564,0.044444444362139915,564,540,557,223,4,21/06/01,10000,1,0.80000000000000004,4,18484,3192,0,0,0,0,0,110,0,0,
wt040_086,40,4,33.499701579974499,33.404270999999994,1.2436229999999995,1.1767620000000036,1.0952580000000012,32.079124999999998,0.081236000000004083,0.60374299999996595,0.37207499999998817,0,4725,4725,0.001271455816640929,4725,4719,383,312,2,21/06/01,10000,1,0.80000000000000004,4,18851,645,0,0,0,0,0,110,0,0,
wt040_086,40,4,38.411442379001528,38.279866999999996,1.0141330000000011,0.94079299999999932,0.87154100000000057,37.170465,0.091985000000001094,0.50164699999991313,0.28941299999997483,0,4725,4725,0.001271455816640929,4725,4719,355,289,2,21/06/01,10000,1,0.80000000000000004,4,18851,603,0,0,0,0,0,110,0,0,
