NameInstance,n,m,tot_real_time,tot_cputime,tot_bb,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,tot_reduce_cost_fixing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,global_upper_bound_root,global_lowerbound_root,nb_generated_col,nb_generated_col_root,nb_nodes_explored,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,first_size_graph,size_after_reduced_cost,mip_nb_vars,mip_nb_constr,mip_obj_bound,mip_obj_bound_lp,mip_rel_gap,mip_run_time,mip_status,mip_nb_iter_simplex,mip_nb_nodes
wt040_031,40,2,21.279912333004177,21.161894,4.0678380000000018,2.8729239999999976,0.81439999999999912,16.983277999999999,0.10698800000000119,1.2966609999999754,0.27948799999999352,0,3812,3812,0.014369345392663825,3812,3758,1147,280,4,21/06/02,10000,1,0.80000000000000004,4,34158,11007,0,0,0,0,0,110,0,0,
wt040_031,40,2,31.081164670991711,30.935755,4.1956029999999984,3.0066299999999906,0.6972549999999984,26.626930999999999,0.10959199999999925,1.4582219999999957,0.39349099999999382,0,3812,3812,0.014369345392663825,3812,3758,1198,235,4,21/06/02,15000,1,0.80000000000000004,4,34158,11894,0,0,0,0,0,110,0,0,
wt040_036,40,2,84.904957587947138,84.299430999999998,58.029966000000002,35.327586999999774,1.3666860000000014,26.135909999999999,0.13042599999999993,9.978517000000668,4.4688959999996882,0,10713,10713,0.0049718574104153975,10713,10660,12614,354,14,21/06/02,10000,1,0.80000000000000004,4,31597,5481,0,0,0,0,0,110,0,0,
wt040_036,40,2,121.15041753300466,120.380342,84.682619000000003,50.471800999999907,1.3608139999999977,35.563274999999997,0.13231700000000046,14.508005000000097,6.3828680000002223,0,10713,10713,0.0049718574104153975,10713,10660,18668,346,15,21/06/02,10000,1,0.80000000000000004,4,31597,5426,0,0,0,0,0,110,0,0,
wt040_036,40,2,103.96686728601344,102.88766000000001,79.231696999999997,47.671046999999994,1.075800000000001,23.549078000000002,0.10350000000000037,13.794183000000036,5.8439720000000399,0,10713,10713,0.0049718574104153975,10713,10660,21490,312,30,21/06/02,10000,1,0.80000000000000004,4,31597,5439,0,0,0,0,0,110,0,0,
wt040_036,40,2,156.89640258904546,155.72573399999999,103.19691100000001,60.373258000000298,1.5578959999999995,52.395042999999994,0.1333139999999986,16.465746999998942,7.0565150000001253,0,10713,10713,0.0049718574104153975,10713,10660,22662,393,32,21/06/02,15000,1,0.80000000000000004,4,31597,5434,0,0,0,0,0,110,0,0,
wt040_041,40,2,29.86613000696525,29.704051999999997,2.5373739999999998,2.0857140000000101,1.6576920000000008,27.040132,0.12324699999999922,0.86434699999998443,0.078542999999992702,0,30802,30802,0.0001298785635388701,30802,30798,807,432,4,21/06/02,10000,1,0.80000000000000004,4,30865,1032,0,0,0,0,0,110,0,0,
wt040_041,40,2,34.496721678064205,34.308559000000002,6.0213550000000033,4.5043260000000167,1.5936870000000027,28.140107999999998,0.14299099999999854,1.360079000000038,0.24142000000000152,0,30802,30802,0.0001298785635388701,30802,30798,2362,368,6,21/06/02,10000,1,0.80000000000000004,4,30865,1891,0,0,0,0,0,110,0,0,
wt040_041,40,2,31.329957488924265,31.170836999999999,2.6146499999999975,2.034640999999997,1.2540399999999998,28.431557999999999,0.1207160000000016,0.89072999999994451,0.13153000000001569,0,30802,30802,0.0001298785635388701,30802,30798,891,331,5,21/06/02,10000,1,0.80000000000000004,4,30865,1358,0,0,0,0,0,110,0,0,
wt040_041,40,2,46.444422021042556,46.224453000000004,4.4313999999999965,3.6262949999999918,2.2799990000000037,41.657920000000004,0.13091899999999868,1.3002410000001063,0.14955600000000402,0,30802,30802,0.0001298785635388701,30802,30798,1350,487,5,21/06/02,15000,1,0.80000000000000004,4,30865,2201,0,0,0,0,0,110,0,0,
wt040_046,40,2,20.411690227920189,20.333591000000002,1.2564580000000021,1.2523300000000006,1.2523320000000027,19.006779999999999,0.066109999999998337,0.43656599999997425,0.011193999999999704,0,34146,34146,0,34146,34146,492,492,0,21/06/02,10000,1,0.80000000000000004,4,17388,0,0,0,0,0,0,110,0,0,
wt040_046,40,2,22.984744266024791,22.906855,1.8682079999999992,1.8630670000000009,1.8630689999999994,20.948799999999999,0.088429000000001423,0.54929299999997738,0.016017999999998978,0,34146,34146,0,34146,34146,543,543,0,21/06/02,10000,1,0.80000000000000004,4,17388,0,0,0,0,0,0,110,0,0,
wt040_046,40,2,18.581212596036494,18.503187999999998,1.7343619999999973,1.7297060000000002,1.7297079999999987,16.694326,0.070534000000002095,0.55129800000001694,0.016125999999999863,0,34146,34146,0,34146,34146,474,474,0,21/06/02,10000,1,0.80000000000000004,4,17388,0,0,0,0,0,0,110,0,0,
wt040_046,40,2,19.92451582592912,19.840805000000003,1.1956670000000003,1.193524,1.1935260000000021,18.574706000000003,0.067175999999999902,0.4337559999999776,0.011803000000000452,0,34146,34146,0,34146,34146,473,473,0,21/06/02,15000,1,0.80000000000000004,4,17388,0,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.17781600810121745,0.16037000000000001,0.036936999999999998,0.031374000000000013,0.031376000000000015,0.0005159999999999991,0.11973500000000001,0.031284000000000006,0.024177999999999977,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.16759186203125864,0.13736000000000001,0.031965999999999994,0.027422999999999989,0.027424999999999991,0.00057699999999999939,0.101671,0.027354000000000003,0.021525000000000016,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.2449440190102905,0.21712100000000001,0.061387999999999998,0.052006999999999998,0.052010000000000001,0.00069200000000000164,0.15091099999999999,0.051877000000000006,0.039750000000000008,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_051,40,2,0.17851702496409416,0.16069999999999998,0.040431999999999996,0.034432999999999991,0.034434999999999993,0.00024799999999999996,0.12000100000000001,0.03432300000000002,0.027874999999999983,0,0,0,0,0,0,1,1,0,21/06/02,15000,1,0.80000000000000004,4,34810,0,0,0,0,0,0,110,0,0,
wt040_056,40,2,26.921916575985961,26.753679999999999,2.9760209999999994,1.6325479999999928,0.67820100000000139,23.635987,0.14075300000000013,0.85968999999999696,0.1658539999999995,0,1279,1279,0.0055031446497616782,1279,1272,421,203,4,21/06/02,10000,1,0.80000000000000004,4,31487,31487,0,0,0,0,0,110,0,0,
wt040_056,40,2,25.909320564009249,25.831554999999998,2.3901499999999984,1.5335860000000032,0.83387300000000053,23.299130000000002,0.13830700000000107,0.8419000000000203,0.22332500000000266,0,1279,1279,0.0055031446497616782,1279,1272,403,226,3,21/06/02,10000,1,0.80000000000000004,4,31487,14129,0,0,0,0,0,110,0,0,
wt040_056,40,2,25.191117146983743,25.090045,2.189624000000002,1.3590299999999935,0.76957399999999865,22.777673,0.11905899999999647,0.74057200000003931,0.17489799999999889,0,1279,1279,0.0055031446497616782,1279,1272,370,219,3,21/06/02,10000,1,0.80000000000000004,4,31487,14114,0,0,0,0,0,110,0,0,
wt040_056,40,2,38.257988322991878,38.119539000000003,2.4048999999999978,1.5573090000000036,0.93103399999999681,35.573936000000003,0.13930799999999977,0.89033000000005558,0.18531699999999063,0,1279,1279,0.0055031446497616782,1279,1272,411,242,3,21/06/02,15000,1,0.80000000000000004,4,31487,14130,0,0,0,0,0,110,0,0,
wt040_061,40,2,1015.7099867949728,1006.476638,972.46931199999995,578.77106000000288,1.5411530000000013,33.854168999999999,0.14922699999999622,194.92473199998355,90.652333999998703,0,11488,11488,0.016457264199570228,11488,11302,265036,317,232,21/06/02,10000,1,0.80000000000000004,4,34784,10281,0,0,0,0,0,110,0,0,
wt040_061,40,2,1372.9538080410566,1360.6741099999999,1324.4447850000001,786.52799399999435,1.5638910000000052,36.080616999999997,0.14431700000000092,271.14021500000695,128.86465300000575,0,11488,11488,0.016457264199570228,11488,11302,328550,363,293,21/06/02,10000,1,0.80000000000000004,4,34784,10362,0,0,0,0,0,110,0,0,
wt040_061,40,2,2332.5838106790325,2309.9599709999998,2273.5814570000002,1345.4485789999942,1.5025430000000028,36.229686999999998,0.14447200000000038,456.6111940000589,213.23310099999475,0,11488,11488,0.016457264199570228,11488,11302,586154,365,577,21/06/02,10000,1,0.80000000000000004,4,34784,10262,0,0,0,0,0,110,0,0,
wt040_061,40,2,1876.8148809130071,1860.609242,1806.8280479999999,1058.0430910000055,1.9798989999999961,53.625205999999999,0.15141299999999802,353.01168499996027,169.58056199997353,0,11488,11488,0.016457264199570228,11488,11302,420161,342,445,21/06/02,15000,1,0.80000000000000004,4,34784,10369,0,0,0,0,0,110,0,0,
wt040_066,40,2,442.34873137599789,439.09767899999997,408.81038799999999,231.01067000000069,1.6766280000000009,30.113543,0.16982900000000001,73.394364999993968,30.102872000001351,0,35279,35279,0.0042413891259823113,35279,35130,84942,366,67,21/06/02,10000,1,0.80000000000000004,4,34477,8565,0,0,0,0,0,110,0,0,
wt040_066,40,2,830.62356054398697,824.02212899999995,804.77879500000006,463.80853000000053,1.226620999999998,19.103460999999999,0.13646400000000014,151.10719200001935,65.440601000000711,0,35279,35279,0.0042413891259823113,35279,35130,170759,361,140,21/06/02,10000,1,0.80000000000000004,4,34477,8548,0,0,0,0,0,110,0,0,
wt040_066,40,2,1634.2575556780212,1620.4836110000001,1598.565977,918.25485700000513,1.3075690000000009,21.784089000000002,0.13220099999999846,307.68886200003948,130.75279500001176,0,35279,35279,0.0042413891259823113,35279,35130,352604,386,254,21/06/02,10000,1,0.80000000000000004,4,34477,8560,0,0,0,0,0,110,0,0,
wt040_066,40,2,1345.5030317120254,1334.928686,1305.5524780000001,748.08328600000323,1.3672880000000021,29.239674999999998,0.13311000000000206,243.19461099995971,100.57044200000107,0,35279,35279,0.0042413891259823113,35279,35130,329091,365,279,21/06/02,15000,1,0.80000000000000004,4,34477,8560,0,0,0,0,0,110,0,0,
wt040_071,40,2,39.365660032024607,39.019204000000002,15.142045000000003,10.615790000000001,1.9653639999999974,23.748241,0.12467599999999734,2.7901609999999479,0.7566619999999773,0,47952,47952,0.00035464691769365503,47952,47935,4629,472,2,21/06/02,10000,1,0.80000000000000004,4,25074,2308,0,0,0,0,0,110,0,0,
wt040_071,40,2,96.888756884960458,96.122112999999999,72.394725999999991,43.170025000000052,1.8135079999999988,23.592704000000001,0.13051600000000008,17.699537000000149,4.1531250000000099,0,47952,47952,0.00035464691769365503,47952,47935,18008,450,13,21/06/02,10000,1,0.80000000000000004,4,25074,25074,0,0,0,0,0,110,0,0,
wt040_071,40,2,87.238651080057025,86.481373000000005,63.049824999999998,38.877507999999999,1.913177000000001,23.295721999999998,0.13135400000000175,7.8634880000005829,2.3797690000000884,0,47952,47952,0.00035464691769365503,47952,47935,19128,479,19,21/06/02,10000,1,0.80000000000000004,4,25074,2469,0,0,0,0,0,110,0,0,
wt040_071,40,2,47.855827579973266,47.472710999999997,23.792150000000003,15.528873000000019,1.4406230000000022,23.586842000000001,0.090427999999999287,3.1219520000000252,0.67793600000004872,0,47952,47952,0.00035464691769365503,47952,47935,10619,491,5,21/06/02,15000,1,0.80000000000000004,4,25074,2424,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.21533679100684822,0.19337300000000002,0.044808000000000014,0.039213999999999999,0.039216000000000001,0.00035199999999999988,0.14488199999999998,0.039200000000000013,0.031227000000000005,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.16477341600693762,0.150702,0.03853899999999999,0.033400999999999986,0.033402999999999988,0.0008879999999999999,0.10752200000000001,0.033307999999999977,0.025709999999999983,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.22012088098563254,0.19472200000000001,0.047086000000000017,0.040152999999999994,0.040154999999999996,0.0006959999999999987,0.14343400000000001,0.040050999999999976,0.031484999999999985,0,0,0,0,0,0,1,1,0,21/06/02,10000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_076,40,2,0.16395334096159786,0.13969600000000001,0.034474999999999992,0.029954999999999982,0.029957999999999985,0.00038499999999999993,0.10191500000000001,0.029855000000000007,0.023433999999999996,0,0,0,0,0,0,1,1,0,21/06/02,15000,1,0.80000000000000004,4,31206,0,0,0,0,0,0,110,0,0,
wt040_081,40,2,246.91479056398384,245.04450200000002,200.986695,106.14050400000018,1.1453120000000041,43.905768000000002,0.14811399999999963,43.623066000002126,18.570552999999926,0,571,571,0.26607538743663994,571,451,27477,286,33,21/06/02,10000,1,0.80000000000000004,4,33177,12669,0,0,0,0,0,110,0,0,
wt040_081,40,2,242.05472957203165,240.22823199999999,198.42415099999999,106.11834199999971,0.9185149999999993,41.693367000000002,0.10721600000000109,46.465256000000501,17.699223999999866,0,571,571,0.26607538743663994,571,451,38376,284,41,21/06/02,10000,1,0.80000000000000004,4,33177,12649,0,0,0,0,0,110,0,0,
wt040_081,40,2,317.69837610202376,315.429666,258.97882400000003,136.49982100000057,1.1977259999999958,56.293714999999999,0.15309299999999837,57.454509999999622,25.002734000000217,0,571,571,0.26607538743663994,571,451,35974,295,37,21/06/02,10000,1,0.80000000000000004,4,33177,12605,0,0,0,0,0,110,0,0,
wt040_081,40,2,61.915518276044168,61.603801000000004,22.048037999999998,12.371347999999998,0.86841100000000182,39.434095999999997,0.11809099999999972,5.4176979999996817,2.174163999999962,0,571,571,0.26607538743663994,571,451,4045,273,9,21/06/02,15000,1,0.80000000000000004,4,33177,12643,0,0,0,0,0,110,0,0,
wt040_086,40,2,47.297737236949615,46.955680000000001,13.659554,9.3105449999999905,1.6422469999999976,33.178465000000003,0.11405500000000046,3.0186829999999176,1.1608979999999889,0,6048,6048,0.0086724482974195379,6048,5996,6000,392,11,21/06/02,10000,1,0.80000000000000004,4,35968,4664,0,0,0,0,0,110,0,0,
wt040_086,40,2,35.412582006072626,35.213797999999997,10.034302000000004,6.7682609999999919,1.6328840000000007,25.064800999999999,0.11451500000000081,2.6398759999999868,0.88373899999998073,0,6048,6048,0.0086724482974195379,6048,5996,3329,389,9,21/06/02,10000,1,0.80000000000000004,4,35968,4473,0,0,0,0,0,110,0,0,
wt040_086,40,2,35.750642361002974,35.478653000000001,9.9498279999999966,7.096639000000021,2.0453569999999992,25.379035000000002,0.14976000000000056,2.8171100000000386,1.0637310000000184,0,6048,6048,0.0086724482974195379,6048,5996,2708,394,6,21/06/02,10000,1,0.80000000000000004,4,35968,4528,0,0,0,0,0,110,0,0,
wt040_086,40,2,46.481290376977995,46.232146999999998,7.863381000000004,5.5668340000000001,1.4880119999999977,38.256782000000001,0.10847399999999396,1.9940079999999014,0.56280199999998359,0,6048,6048,0.0086724482974195379,6048,5996,2835,364,7,21/06/02,15000,1,0.80000000000000004,4,35968,4618,0,0,0,0,0,110,0,0,
wt040_091,40,2,22.755148128024302,22.682834,1.6890219999999978,1.6829649999999994,1.6829669999999979,20.841396,0.14886500000000069,0.9763660000000236,0.03443099999999788,0,26075,26075,0,26075,26075,473,473,0,21/06/02,10000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_091,40,2,23.353262961027212,23.267793000000001,1.7718290000000003,1.7654979999999973,1.7654999999999994,21.352338,0.14011199999999846,0.96593999999997493,0.037892999999996846,0,26075,26075,0,26075,26075,468,468,0,21/06/02,10000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_091,40,2,34.396556486957707,34.249604999999995,3.0531690000000005,3.0413350000000001,3.0413379999999961,31.005835000000001,0.18984399999999724,1.1171900000000328,0.051457999999996673,0,26075,26075,0,26075,26075,474,474,0,21/06/02,10000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_091,40,2,34.829425140051171,34.699128999999999,1.5729570000000024,1.5665509999999969,1.566552999999999,32.996572,0.12915399999999977,0.87363000000006963,0.038703999999995631,0,26075,26075,0,26075,26075,418,418,0,21/06/02,15000,1,0.80000000000000004,4,35659,0,0,0,0,0,0,110,0,0,
wt040_096,40,2,17.900534890941344,17.828844,2.4102999999999994,2.0351910000000011,1.5780159999999999,15.296643,0.11796799999999941,0.88165399999998861,0.068478999999989298,0,66116,66116,9.0757827861280327e-05,66116,66110,837,509,3,21/06/02,10000,1,0.80000000000000004,4,31251,1578,0,0,0,0,0,110,0,0,
wt040_096,40,2,17.00160344899632,16.917652999999998,2.175358000000001,1.9947290000000049,1.6400930000000002,14.625038999999999,0.11713400000000007,0.91309200000004331,0.062396000000003227,0,66116,66116,9.0757827861280327e-05,66116,66110,771,509,1,21/06/02,10000,1,0.80000000000000004,4,31251,1571,0,0,0,0,0,110,0,0,
wt040_096,40,2,25.578077960992232,25.432214999999999,2.8928619999999974,2.6499489999999994,2.0831119999999999,22.375885,0.1595770000000023,1.0336100000000563,0.078482000000001051,0,66116,66116,9.0757827861280327e-05,66116,66110,856,527,1,21/06/02,10000,1,0.80000000000000004,4,31251,1465,0,0,0,0,0,110,0,0,
wt040_096,40,2,38.349021661910228,38.146768000000002,3.7035470000000004,3.1067660000000004,2.1060230000000004,34.283282,0.15564299999999776,1.0131799999999558,0.085877000000017745,0,66116,66116,9.0757827861280327e-05,66116,66110,1138,515,1,21/06/02,15000,1,0.80000000000000004,4,31251,1501,0,0,0,0,0,110,0,0,
wt040_101,40,2,0.24823813396506011,0.21737300000000001,0.097400000000000014,0.071927999999999992,0.071934999999999999,0.00011200000000000099,0.11983599999999998,0.068707000000000018,0.066561000000000009,-0.99999999947368412,1900,0,-0.99999999947368412,0,1900,1,1,0,21/06/02,10000,1,0.80000000000000004,4,37197,37177,0,0,0,0,0,110,0,0,
wt040_101,40,2,0.25361043401062489,0.21620600000000001,0.095745999999999998,0.069212999999999997,0.069217000000000001,0.00052899999999999996,0.116991,0.065828000000000025,0.064151000000000014,-0.99999999947368412,1900,0,-0.99999999947368412,0,1900,1,1,0,21/06/02,10000,1,0.80000000000000004,4,37197,37177,0,0,0,0,0,110,0,0,
wt040_101,40,2,0.34712471102830023,0.31593199999999999,0.149529,0.11212800000000001,0.11213500000000001,0.0006530000000000008,0.16225000000000001,0.10752600000000001,0.10549899999999998,-0.99999999947368412,1900,0,-0.99999999947368412,0,1900,1,1,0,21/06/02,10000,1,0.80000000000000004,4,37197,37177,0,0,0,0,0,110,0,0,
