n,m,first_size_graph_amax_AFFS,first_size_graph_amax_AFFC,first_size_graph_amax_AFBS,first_size_graph_amax_AFBC,first_size_graph_amax_AFZFS,first_size_graph_amax_AFZFC,first_size_graph_amax_AFZBS,first_size_graph_amax_AFZBC,first_size_graph_amax_TI,first_size_graph_amax_ATI,first_size_graph_mean_AFFS,first_size_graph_mean_AFFC,first_size_graph_mean_AFBS,first_size_graph_mean_AFBC,first_size_graph_mean_AFZFS,first_size_graph_mean_AFZFC,first_size_graph_mean_AFZBS,first_size_graph_mean_AFZBC,first_size_graph_mean_TI,first_size_graph_mean_ATI,gap_amax_AFFS,gap_amax_AFFC,gap_amax_AFBS,gap_amax_AFBC,gap_amax_AFZFS,gap_amax_AFZFC,gap_amax_AFZBS,gap_amax_AFZBC,gap_amax_TI,gap_amax_ATI,gap_mean_AFFS,gap_mean_AFFC,gap_mean_AFBS,gap_mean_AFBC,gap_mean_AFZFS,gap_mean_AFZFC,gap_mean_AFZBS,gap_mean_AFZBC,gap_mean_TI,gap_mean_ATI,opt_sum_AFFS,opt_sum_AFFC,opt_sum_AFBS,opt_sum_AFBC,opt_sum_AFZFS,opt_sum_AFZFC,opt_sum_AFZBS,opt_sum_AFZBC,opt_sum_TI,opt_sum_ATI,reduction_amax_AFFS,reduction_amax_AFFC,reduction_amax_AFBS,reduction_amax_AFBC,reduction_amax_AFZFS,reduction_amax_AFZFC,reduction_amax_AFZBS,reduction_amax_AFZBC,reduction_amax_TI,reduction_amax_ATI,reduction_mean_AFFS,reduction_mean_AFFC,reduction_mean_AFBS,reduction_mean_AFBC,reduction_mean_AFZFS,reduction_mean_AFZFC,reduction_mean_AFZBS,reduction_mean_AFZBC,reduction_mean_TI,reduction_mean_ATI,tot_lb_amax_AFFS,tot_lb_amax_AFFC,tot_lb_amax_AFBS,tot_lb_amax_AFBC,tot_lb_amax_AFZFS,tot_lb_amax_AFZFC,tot_lb_amax_AFZBS,tot_lb_amax_AFZBC,tot_lb_amax_TI,tot_lb_amax_ATI,tot_lb_mean_AFFS,tot_lb_mean_AFFC,tot_lb_mean_AFBS,tot_lb_mean_AFBC,tot_lb_mean_AFZFS,tot_lb_mean_AFZFC,tot_lb_mean_AFZBS,tot_lb_mean_AFZBC,tot_lb_mean_TI,tot_lb_mean_ATI
40,2,39390,39390,39390,39390,38988,38988,38988,38988,0,0,32240.76,32240.76,32240.76,32240.76,27453.64,27453.64,27453.64,27453.64,0.0,0.0,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.33924611221183787,0.02077785850926568,0.020637134550753458,0.02077785850926568,0.020575015712423827,0.02077785850926568,0.020637134550753458,0.02077785850926568,0.02057501571242383,0.021084282239067425,0.020569779448092542,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999746129,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.9999999999743511,0.0,0.0,0.8192731423016687,0.8285628160597607,0.8205558332056385,0.8224417479401385,0.8097892183692234,0.8118681883536144,0.8107320886930179,0.8159402620222835,0.0,0.0,1.4491020000000001,2.535125,1.119753,1.8043220000000002,2.4593,4.03199,1.8828209999999999,2.7931150000000002,0.817446,4.427215,0.6854211199999999,1.0126822800000002,0.5244716,0.67557236,1.3126410000000002,1.60484052,1.00100516,1.2208598400000001,0.28714340000000005,2.0452413999999997
50,2,62242,62242,62242,62242,58449,58449,58449,58449,0,0,51857.36,51857.36,51857.36,51857.36,44753.48,44753.48,44753.48,44753.48,0.0,0.0,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.04246575284293489,0.0065752846446523565,0.006404735405484848,0.0065752846446523565,0.006361142889017933,0.0065752846446523565,0.006404735405484848,0.0065752846446523565,0.006361142889017933,0.0068013866426941275,0.006341471564772858,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,0.9999999999839336,0.9999999999839336,0.9999999999839336,0.9999999999839336,0.9999999999824423,0.9999999999824423,0.9999999999824423,0.9999999999824423,0.0,0.0,0.8208463833832661,0.8255776167436486,0.8214964594582372,0.8219428532404648,0.810597602595858,0.791847419157083,0.8134981935327145,0.7916884062750831,0.0,0.0,2.911445,3.9541449999999996,2.5234520000000003,3.3795610000000003,5.536903,5.866514,4.413822,5.910272,1.457383,10.407376,1.41090188,2.1323952399999997,1.0815621599999998,1.39733812,2.7703214000000003,3.2652364000000005,2.0521446,2.6661698,0.6325314399999998,5.058848520000001
